Nom;Code gare;Position Géographique;Localisation;Etat de fonctionnement;hauteur;adressesDNS;dateMiseEnService
ascenseur - Accès gare;2c92d19b-8b21-4eba-85a9-4f6d9250d977;43.456493, 5.4633565;Sortie gare / passerelle;OK;0.0;;2014-03-01T00:00:00
ASC.PMR 5017 Voie 1;d5fbe8bd-4b48-433f-8aa6-4e96941fb4af;;Voie 1 / annexe;OK;;;
Ascenseur - Hall 2 - N°17;abb69b50-0b86-49ef-8fc5-c1116b5514a2;50.63936, 3.0755787;Sortie Boulevard de Leeds / Hall 2;OK;0.0;;1994-01-01T00:00:00
ascenseur - quai 1;95e64a3c-7d66-4dfc-aec0-f02893e2060b;49.91455, 4.08432;Voie 2 / Passerelle;OK;0.0;;2014-06-02T00:00:00
Ascenseur - Quai voie 1 BV;90698107-bb66-4a58-9848-b209fc74502f;47.086227, -1.2867379;Voie 1 / passerelle;OK;0.0;;2014-04-08T00:00:00
Ascenseur - Quai 2 cote Nord;60906013-799a-4fc3-b586-6675ad30cd57;;Voies B et C / Souterrain Nord;OK;0.0;;2003-01-01T00:00:00
ASC.PMR 2217 Quai 2 / Voie 2 bis;1c48e89c-ed0c-4b36-86de-705214201724;;Voies 1 et 2B;OK;;;
ASC.PMR 1061 Quai 1;c610489b-88bb-4641-8298-b64a9e655737;;Voie B / souterrain;KO;;;
ASC.PMR 4518 Rotonde;b4524294-b039-4ac1-8dce-730d1d90132b;;Salle d'échange / hall;OK;;;
ascenseur - place des archives;270e6cc2-d881-4c1c-aa97-1ad95026576a;45.749012, 4.825536;Sortie Place des archives / Accès voies J et K;OK;0.0;;2021-01-01T00:00:00
Ascenseur - quai 4 n°10928132;a121239c-108a-4bfa-8254-069b73dbe619;;Voies F et G / passerelle;OK;0.0;;2017-01-01T00:00:00
Ascenseur - Quai 3/ Passerelle;839a9dda-0868-426f-a3b0-32964b939bd2;50.521996, 2.6378963;Voies D et E / Passerelle;OK;0.0;;2024-04-08T00:00:00
ASC.PMR 5031 Voie 1B-2;2911d701-386d-4bb6-beb6-248f88bf5982;;Voies 1B et 2;OK;;;
ascenseur - Quai 5 sout Nord;1256d5fe-bbc3-416b-9bf5-184b0b84b2a3;48.585873, 7.733774;Voies 8 et 9 / Souterrain Nord;OK;0.0;;2006-01-01T00:00:00
ascenseur - quai 2 ter;c2f3e2e0-44f8-412f-aa46-9a8c60ff1622;;Voie 5 / Souterrain;OK;0.0;;2015-05-04T00:00:00
ascenseur - quai 2;32eba86a-ac73-483b-94f8-2835aff358d6;48.072823, 7.346592;Voies B et C / souterrain;OK;0.0;;2008-06-09T00:00:00
Ascenseur - quai 1 n°10928124;a121239c-108a-4bfa-8254-069b73dbe619;;Voie A / passerelle;OK;0.0;;2017-01-01T00:00:00
Ascenseur - Voie 1/Passerelle;8ba6b5a3-3c29-4c92-8fd0-a806f3dd7fc5;;Voie 1 / passerelle;OK;0.0;;2017-08-01T00:00:00
Ascenseur  - quai B voie 1;bc0f80da-cfa8-4dd0-b6e7-c72e7a83a748;;Voie 1 / passerelle;OK;0.0;;2019-09-05T00:00:00
Ascenseur - Concédés côté Parvis;876acd6d-c67b-47fd-95ee-f2b13b33508e;;Parvis;INCONNU;0.0;;2023-09-01T00:00:00
ascenseur - A5 : Quai 3 - côté Nimes;3a8d2e95-4378-4d72-ba9b-0e082dfb8916;43.604275, 3.880588;Voies D et E côté Nimes / nef;OK;0.0;;2014-07-01T00:00:00
ascenseur - quai 1;ceea862c-a10a-4f12-9a3f-fbc29772014f;49.739746, 3.070028;Voie 1 / passerelle;OK;0.0;;2012-10-15T00:00:00
ascenseur - Quai 4 VOIE H;bea9db29-d98f-453e-a48b-9e3c8fc05f01;50.426243, 2.8280957;Voie H / Souterrain;OK;0.0;;2004-01-01T00:00:00
ASC.PMR 2024 Quai B Voie 2/3;b75eb83a-5311-4588-aed6-72de16308e96;;Voies 2 et 3 / souterrain;OK;;;
ascenseur - Quai 2;135524a0-a5a1-4282-8383-1aabdd774db1;;Voies 1 et A / Souterrain;OK;0.0;;2017-06-15T00:00:00
ascenseur - Accès voies TGV;88ab44f6-65e0-4524-98d3-7d18d06b8b69;46.11109, 5.826211;Voies 1 et 2 / Parvis - Hall;OK;0.0;;2010-10-01T00:00:00
ascenseur - Quai 4 sout Nord;1256d5fe-bbc3-416b-9bf5-184b0b84b2a3;48.585804, 7.733986;Voies 6 et 7 / Souterrain Nord;OK;0.0;;2006-01-01T00:00:00
ASC.PMR 4021 HALL;a0599fdc-e75f-4518-b4ed-6c8a80b1fb72;;Hall;OK;;;
Ascenseur - quai 3;79857435-35e7-479c-9e69-ea1b0331b8fa;50.72395, 2.5477006;Voies 8 et A / Passerelle;OK;0.0;;
Ascenseur - Concessionnaires;876acd6d-c67b-47fd-95ee-f2b13b33508e;;Ascenseur concessionnaires;INCONNU;0.0;;
Ascenseurs - Voie 2;a0b077c8-0969-4f54-ad36-04460d07d6a3;;Passerelle / Voie 2;KO;0.0;;2024-03-15T00:00:00
ASC.PMR 4573 Quai BV;ca808883-7059-44ef-8fd4-ed0d47ccc87d;;Quai BV;OK;;;
Ascenseur - Quai voie 5;ea26324a-bd66-4fb9-a20e-bae39af993d4;;Voie 5 / Souterrain;OK;0.0;;2015-07-02T00:00:00
Ascenseur - quai 1;7d1dd8b6-1754-4e54-ac4c-71072dd1d780;46.11324, -0.762284;Voie 1 / Souterrain;OK;0.0;;2009-04-20T00:00:00
ASC.PMR 4066 Voie 1Bis / 2;63ffcfda-b1a0-4d03-b8d8-4e689ba6815c;;Voies 1bis et 2 / souterrain;OK;;;
ascenseur - quai A BV;270e6cc2-d881-4c1c-aa97-1ad95026576a;45.748474, 4.825733;Voie A / Souterrain Rhône;OK;0.0;;2018-03-19T00:00:00
ASC.PMR 4071 Voies F/G;cb0d0983-2489-455c-b772-7ccdf8220678;;Voies F et G / passerelle 2;OK;;;
ASC.PMR 4515 H.BV;49826ab9-7c65-4370-b33e-be706ae71918;;Hall / passerelle;KO;;;
ascenseur - Quai 1;610ab240-8d65-4e11-bc0b-6e6c8cb20e0c;48.444695, 5.1437507;Voie 1 / passerelle;OK;0.0;;2012-03-01T00:00:00
ASC.PMR 3014;6dc6a238-ee1d-45ca-8aaf-135282f8debb;;Accès passerelle rue des Vallées;OK;;;
ascenseur - voie 1;507ff14b-a91c-4caf-a5d8-6dea5dabbed6;43.78574, 1.3420413;Voie 1 / passerelle;OK;0.0;;2010-02-03T00:00:00
ASC.PMR 3088 Voie 2;bbf7096b-0ab3-4d88-bf25-002668c3e6d8;;Quai 2 / bureau de vente;OK;;;
ASC.PMR 3095 Voie 2;9c1bd6ee-ec59-474b-8205-68814e1718ee;;Voie 2 / parvis;OK;;;
Ascenseur - Quai 1;6467f60c-d546-4f0b-b268-bb2cea4e790d;;VOIE 1;OK;0.0;;2023-07-01T00:00:00
Ascenseur - quai voie 1 coté sortie quartier direction Bordeaux;b6d65df1-ac3f-4af9-b775-f4898ec97ea4;;Voie 1 / Passerelle;OK;0.0;;2020-09-01T00:00:00
ascenseur - quai 2 BV;45689281-13de-40e7-970b-fc3ffb5afdf5;;Voie 2 / Passerelle;OK;0.0;;2015-09-23T00:00:00
ascenseur - Quai C - Paris;e26021bf-541a-4e9e-8e74-66f59ce9bc60;;Voies 3 et 4 Paris souterrain / Hall départ;OK;0.0;;2017-06-30T00:00:00
ASC.PMR 2203 Voie 5/6;6fc317ff-4a94-4407-b9bb-dd4f6bec000e;;Voies 5 et 6;OK;;;
Ascenseur - quai laterale voie 2 (N° mainteneur : 11272353);86178306-6b69-4471-8286-48bb859a50c1;;Voie 2 / souterrain;OK;0.0;;2021-10-13T00:00:00
ascenseur - quai 2;350c9a45-bc6d-4770-8599-f1cff208c5c9;48.17787, 6.4413123;Voies B et C / souterrain;OK;0.0;;2007-01-01T00:00:00
ascenseur - quai 2;4d7b7b83-5bc8-43cd-ad48-0ee0a039d74b;50.01153, 2.0028746;Voie 2 / Passerelle;OK;0.0;;2014-10-13T00:00:00
ASC.PMR 3578 Quai Paris Voie B/C;29ab1243-1e7b-4994-a15a-f516ee5062e7;;Voie B et C direction Paris;OK;;;
Ascenseur - Zac des prés seigneurs;6cf521ed-e085-4389-9feb-b28e9ff9be35;;Esplanade / Passerelle;OK;0.0;;2012-09-04T00:00:00
ASC.PMR 5020 Quai 2;b6f5ffb0-6884-418b-9f0f-932825597a5c;;Voie 1B;OK;;;
ascenseur - Voie B/C;f7cb751f-9d02-43e2-9b60-ba4716372873;46.061687, 6.582842;Voies B et C / Passerelle;OK;0.0;;2014-10-17T00:00:00
Ascenseur - Triplex EOLE- AS1B - Mezzanine <==> Dalle routière;70835097-e1ff-4138-86e1-4758ed173ed6;48.880943, 2.3577106;Hall 4 - Niv-2 - Mezzanine banlieue / Niv+1 - Sorties 1 et 8;OK;0.0;;1996-01-02T00:00:00
ASC.PMR 3550 V 3/4;d8bbbdb6-1cc2-4218-bb75-f5fc728f7655;;Voies 3 et 4;OK;;;
ascenseur - Côté parvis (Asc ville);d44b520f-6356-4da6-89c1-2f0c0189e361;48.0762, -0.7601;Parvis côté BV / Passerelle;OK;0.0;;2017-12-22T00:00:00
ascenseur - Quai 3  (voies D/E);4fc115c3-1b40-4178-9985-190a3520b2f9;45.77843, 3.1006315;Voies D et E / Souterrain;OK;0.0;;2015-01-08T00:00:00
ASC.PMR 5002 Voie 2;d5fbe8bd-4b48-433f-8aa6-4e96941fb4af;;Quai 2 / passerelle / sortie Stephenson;OK;;;
ascenseur - ascenseur CAF (Centre d'affaires);70835097-e1ff-4138-86e1-4758ed173ed6;;Hall 1 - Niv0 - Voies Grandes Lignes / Hall 1- Niv+3;INCONNU;0.0;;2018-01-01T00:00:00
ascenseur - quai 1;350c9a45-bc6d-4770-8599-f1cff208c5c9;48.177906, 6.441489;Voie A / Souterrain;OK;0.0;;2007-01-01T00:00:00
ascenseur - ASC N°11  quai B Brest (sous dalle) voies 1-2;e26021bf-541a-4e9e-8e74-66f59ce9bc60;;Voies 1 et 2 Brest / Hall arrivée;OK;0.0;;2018-01-01T00:00:00
ascenseur - quai central - Voie 1 - voie1 bis;487bd708-f74a-4389-9231-a1d86b8960dc;44.00551, 4.875931;Voies 1 et A / passerelle;OK;0.0;;2015-04-01T00:00:00
Ascenseur - Voie 2 côté SUD;bb957ade-255d-4818-8c10-cd6e6152c908;;Route du Médo/ Voie 2;OK;0.0;;2023-06-05T00:00:00
ascenseur - Accès RD 9/ Cézanne nord;4ab19d76-8365-40a3-95d3-29357c4990ef;;Sortie RD 9 / Hall Cézanne Nord;OK;0.0;;2018-06-11T00:00:00
Ascenseur - Triplex EOLE - AS1A (2106) Dalle routière/mezzanine accès;70835097-e1ff-4138-86e1-4758ed173ed6;48.88092, 2.357701;Hall 4 - Niv-2 - Mezzanine banlieue / Niv+1 - Sorties 1 et 8;OK;0.0;;1996-01-01T00:00:00
ASC.PMR 1064 S.RV;c610489b-88bb-4641-8298-b64a9e655737;;Sortie route Villemonble / souterrain;OK;;;
Ascenseur - Souterrain / Voie A (Côté Bureau de vente);8f4f1f79-694c-4b09-a153-cad7d092012a;44.298542, 0.3352093;Passerelle / Voie A / Souterrain;INCONNU;0.0;;2024-10-17T00:00:00
ASC.PMR 4052 Voie 1;9b17f351-d47e-48f4-98d7-88895d50f054;;Voie 1;OK;;;
Ascenseur - AS8 - Quai RER Nord;f41e853e-620f-4ce9-988b-4f7a75625dd2;;Niv 2 - Accès NORD  / Niv 1 - Voies RER;OK;0.0;;2021-07-12T00:00:00
ASC.PMR 4552 ASC7 Quai 42-43;72a0f993-451e-4b5a-bb32-d162e42906ce;;Voies 42 et 43 / souterrain Nord;OK;;;
Ascenseur - Quai 1;d663b056-a902-43b8-ab1f-b2e42f7c6af4;;Souterrain / Voie 1;OK;0.0;;2022-08-24T00:00:00
ascenseur - quai 2;407fc09e-45d0-4533-b6cb-7a544dbf1e55;48.947212, 6.1697664;Passelle / Voie 4;OK;0.0;;2007-01-01T00:00:00
ascenseur - quai n°1;2e3dd819-924d-426f-82dc-d03d12c85041;;voie 1 / passerelle;OK;0.0;;2022-06-13T00:00:00
Ascenseur - IDF QUAI B (4523);002271ab-2ed4-4eaa-aed1-d1db7a81f230;48.840965, 2.3665633;Accès Quais Gare souterraine / Voies 1 et 3 RER C;INCONNU;0.0;;2003-01-02T00:00:00
Ascenseur - Quai 1;dd738eff-6705-4a38-aa3e-4b61045b8d78;;Voie A / Souterrain;OK;0.0;;2021-07-21T00:00:00
ASC.PMR 3522 Quai 2;1b862b71-cdef-4b4e-93a7-6ce96bfc95fa;;Voie 2B / hall;OK;;;
ASC.PMR 3078 Voie 1;c12f345c-2b13-4405-bbc3-9fc51f95e404;;Voie 1 direction Versaille;OK;;;
ASC.PMR 3558 PARKING;2f64ffe6-8d63-4af6-85d8-c59535969dc4;;Parking Triel;OK;;;
ASC.PMR 1082 Voie A/B;ad656bd1-7caa-43fe-9e39-aaa6e11d6aea;;Voies A et B direction Paris / souterrain;OK;;;
ASC.PMR 5207 Quai Voie 1;6bba9204-9e75-49de-9047-384679518dca;;Quai Voie 1;OK;;;
Ascenseur - Quai Central (Asc Réseau);d44b520f-6356-4da6-89c1-2f0c0189e361;48.07642, -0.76021;Voies 2 et 3 / Passerelle;OK;0.0;;2017-01-01T00:00:00
Ascenseur - Quai 2;79b1306a-db75-4449-b996-7aead2c92c62;;Voie 2 / passerelle;OK;0.0;;2023-06-29T00:00:00
ascenseur - Quai 2 voie C/D;cc95ee13-6bd4-429c-8d75-7e8ea2f32438;45.4436, 4.399703;Voies C et D / Souterrain;OK;0.0;;2011-01-01T00:00:00
ASC.PMR 5009 Voie 2/2B;9b623721-7d43-430a-b83b-cb72ee7a20b6;;Voies 1 et 1bis direction Paris / passerelle;OK;;;
ASC.PMR 2292 Quai 1;5c44c974-497f-4ee1-be72-5069194d7e9f;;Voie 1 / hall;OK;;;
ascenseur - 01 asc voie 2 PARIS;5fff0671-e78f-4aa1-af6d-4ba40b84d9dd;;Voie 2 P / Avenue Jean Jaurès;OK;0.0;;2006-01-01T00:00:00
ascenseur - QUAI A;5492903c-cbe2-4609-b717-8d118acc5744;43.459286, -1.5459337;Voie A / Souterrain;OK;0.0;;2009-12-01T00:00:00
Ascenseur - Quai central;90698107-bb66-4a58-9848-b209fc74502f;47.0861, -1.2869405;Voie 2 / Passerelle;KO;0.0;;2014-04-08T00:00:00
ascenseur - quai D/E;270e6cc2-d881-4c1c-aa97-1ad95026576a;45.748474, 4.825733;Voies D et E / Souterrain Rhône;OK;0.0;;2018-03-19T00:00:00
ascenseur - quai 2;c359f972-d3ea-4b8f-90b5-a1809932fb7f;;Voies C et D / passerelle;OK;0.0;;2019-12-17T00:00:00
Ascenseur - Quai 1 (côté BV) / Voie 1;1100f23c-f2e8-4029-83fb-bddec86a265c;49.23015, 2.8901312;Voie 1 / Souterrain;OK;0.0;;
ASC.PMR 3005 Voie H;b9f83c6f-88e3-4fbc-ad61-1b9ccea861b9;;Voie H / souterrain;OK;;;
ascenseur - Pavillon Ouest;32eba86a-ac73-483b-94f8-2835aff358d6;48.072918, 7.346094;Pavillon Ouest / Souterrain;OK;0.0;;2006-03-09T00:00:00
ASC.PMR 4551 ASC8 Quai 40-41;72a0f993-451e-4b5a-bb32-d162e42906ce;;Voies 40 et 41 / souterrain Nord;OK;;;
ASC.PMR 3570 Quai A/B;c1ad848f-e403-45b2-bf8d-3948ff48c58a;;Voies A et B / passerelle;KO;;;
ascenseur - Batiment Interstitiel;002271ab-2ed4-4eaa-aed1-d1db7a81f230;;BÂTIMENT INTERSTITIEL / LOCAUX ERT;INCONNU;0.0;;2020-02-26T00:00:00
ascenseur - Quai 2;74650495-7e7f-43ac-abaa-cbd79a257a0d;46.562, 3.3395393;Voies B et C / Passerelle;OK;0.0;;2011-09-01T00:00:00
ASC.PMR 1009 ASC5;69a5f787-dba4-4e73-92e2-b03d8aed840b;;Voies 31 et 33 / terrasse;OK;;;
Ascenseur - Hall coté Nord;ded1a773-b7d6-4c70-b9e9-f154e65be849;45.719967, 5.0759387;Toilettes / Hall / Terrasse coworking;OK;0.0;;2023-03-28T00:00:00
ASC.PMR 2002 Voie 22-24;6dd2d30c-23e9-4da1-8719-1d78758c65c3;;Voies 22 et 24 / hall;OK;;;
Ascenseur - AS4 Niveaux 0 -1 / Mezzanine / Quai 41-43;70835097-e1ff-4138-86e1-4758ed173ed6;48.88204, 2.355982;Hall 3B - Niv0 - Voies 30 à 36 / Hall 4 - Niv-3 - Voies 42 et 43 / Niv-2 / Niv-1;OK;0.0;;2022-02-14T00:00:00
ascenseur - Voie A;6f0359d6-5ba7-4a6b-96c1-8845054ccee2;45.391697, 4.28602;Voie A et Parvis / Passerelle;OK;0.0;;2005-06-15T00:00:00
Ascenseur - AS2 quai TGV Sud Terminal 2 D;f41e853e-620f-4ce9-988b-4f7a75625dd2;49.0036, 2.3255;Niv 5 - Accès SUD - Taxi / Niv 1 - Accès SUD - Voies 4 et 6 / Niv 2 / Niv 3 / Niv 4;OK;0.0;;2021-10-07T00:00:00
ASC.PMR 3046 Voie 1/3;ae72b313-b843-42a9-bd63-ff02ef4cff8b;;Voie 1 / souterrain;OK;;;
ASC.PMR 2043 VOIE 2;35cf28c9-54f1-46c8-b4e9-53b2389222ba;;Voie 2;OK;;;
ascenseur - quai 3;95e64a3c-7d66-4dfc-aec0-f02893e2060b;49.91455, 4.08432;Voie B / passerelle;KO;0.0;;2014-06-02T00:00:00
ASC.PMR 4061 Quai B Voie 1bis / 2bis;e52102d3-8988-490a-a0d6-54fea3a7e433;;Voies 1bis et 2bis;OK;;;
ASC.PMR 4502 Quai B Voie 1;257c109b-eca1-445d-a301-a4f0260a0135;;Voie 1 / hall;OK;;;
ASC.PMR 2008 Quai 1 Voie 1/1B;95021e49-2cba-4dfc-b721-91f1a3b1fea2;;Voies 1B et 1 / bureau de ventes;KO;;;
ASC.PMR 1006 ASH2;69a5f787-dba4-4e73-92e2-b03d8aed840b;;Voies 31 et 33 / passerelle intermédiaire;OK;;;
ascenseur - Quai voie 2 direction Aix;7bd3ffb2-9187-475a-a3e1-39bcca0ecd0e;;Voie 2 direction Aix / souterrain;OK;0.0;;2020-10-08T00:00:00
ascenseur - quai 4;c359f972-d3ea-4b8f-90b5-a1809932fb7f;;Voie G / Passerelle;OK;0.0;;2019-12-17T00:00:00
ascenseur - Quai 1;246ad392-8a39-4d40-99ab-0381cf2b28a0;;Voie 1 / passerelle;OK;0.0;;2018-12-06T00:00:00
ascenseur - 03 asc voie 1S Bordeaux;5fff0671-e78f-4aa1-af6d-4ba40b84d9dd;;Voie 1S / Avenue Jean Jaurès;OK;0.0;;2016-05-06T00:00:00
ascenseur - Quai 2;f3c57a59-a158-4ba3-87d6-f1ba085fc6f7;45.301044, 5.492352;Souterrain / Voie B;OK;0.0;;2011-05-01T00:00:00
ascenseur - Quai;e66d6ea7-b072-4220-999c-66c65a82b22c;46.765137, 4.499435;Hall et Voie 1 / Souterrain;OK;0.0;;2001-01-01T00:00:00
ascenseur - Quai 2 accès passerelle Départs;a67ea41d-e5f5-496c-8b90-7aa0e774fb9f;47.742317, 7.34367;Voies 2 et 3 / Passerelle;OK;0.0;;1998-01-02T00:00:00
ascenseur - Voie 2;fbf520f7-3d4f-4c75-8455-90fef3c04a54;;Voies A et B / souterrain;OK;0.0;;2021-01-07T00:00:00
Ascenseur - Quai 2;2031d890-1f10-4335-863f-cd16fe941381;47.68329, 6.4866366;Voies 2 et A / Passerelle;OK;0.0;;2020-11-02T00:00:00
Ascenseur - Quai central Voies 2/4;04eea69a-c989-4534-81c6-088ae2e2efd6;48.833626, 4.98503;Voie 1 / passerelle;OK;0.0;;2021-04-26T00:00:00
ascenseur - Voie 1;8d6d9452-0de6-463b-9a79-61db43b4ac79;49.117188, -1.0998294;Voie 1 / Souterrain;OK;0.0;;2002-01-01T00:00:00
ascenseur - quai 2;2a4e6d09-1f14-4324-8266-20632520d1a9;44.780018, 4.83062;Voies 1 et B / Passerelle;OK;0.0;;2011-04-01T00:00:00
ASC.PMR 2257 Voie 1;0ac27581-65b6-41e4-ab47-11eb5972118e;;Voie 4 côté ligne H;OK;;;
ascenseur - Quai 3;576279f4-3b59-411f-85d1-fd5d8ca71064;47.247414, 6.0218396;Voies D et E / Souterrain;OK;0.0;;2011-02-01T00:00:00
Ascenseur - quai 3;0f6c6a8a-4315-43b3-a360-19b414bd6937;;Voie D / Souterrain;OK;0.0;;2022-11-28T00:00:00
ASC.PMR 2065 Quai A (BV);0ac27581-65b6-41e4-ab47-11eb5972118e;;Voie 4 / hall;OK;;;
ascenseur - PEM République;bd3a55c7-b622-414f-907b-ce379d351038;48.68986, 6.174583;Hall République / Avenue Foch;OK;0.0;;2008-01-01T00:00:00
ascenseur - quai 3;36807c6c-e6c6-4023-bb65-58127291c5c7;43.67949, 4.1312394;Voie 3 / souterrain;OK;0.0;;2014-09-12T00:00:00
ASC.PMR 2081 Quai 2 Voies 1/2;9a54dd53-bf0c-42fd-adc6-a670926a9c9c;;Quai 2 Voies 1/2;OK;;;
Ascenseur - Hall/Hall;7184bf22-7d77-425c-a5be-664515308574;47.822006, 1.0208601;Hall / Hall;OK;0.0;;1991-01-01T00:00:00
ASC.PMR 4521 Quai Central;e463c9c7-346c-416b-8e6d-4a0cedbbe38d;;Voies 1 et 2 / bureau de vente;OK;;;
ascenseur - quai 1;d56977ff-86c9-47b3-81a2-15b37acfad3c;;Voie 1 / Souterrain;OK;0.0;;2018-11-23T00:00:00
ASC.PMR 1019 Voie C/D;78d83237-d5d8-46e1-9551-142c497da053;;Voies C et D / souterrain;OK;;;
ascenseur - quai 1 (BV);d3fe01ae-2955-405f-ac7a-919997afd63b;45.9707, 4.327079;Voie A et Hall / Passerelle;OK;0.0;;2015-02-04T00:00:00
ASC.PMR 4204 Voie 6/8;80e35e25-80d8-4444-92ff-e4ec63ff599f;;Voies 6 et 8;KO;;;
ascenseur - Quai 1;646c0d9f-4a44-4174-9275-47552bee3458;;Voies 1 et A / Souterrain;OK;0.0;;2007-01-01T00:00:00
Esc mec - Mezzanine accès quai E;77474ee2-1c30-4740-a579-b52c2bc74d89;;Voies 8 et 9 / mezzanine;OK;;;
ESC.MEC B001 Quai 1 Voie 1/1B (grand);95021e49-2cba-4dfc-b721-91f1a3b1fea2;;Voie 1 ligne de contrôle accès Mitry;OK;;;
ESC.MEC C119  EM 02;2d88f057-85f4-422c-b769-ef41ad4daa1b;;Voie 2;OK;;;
esc mec - Voie 4;c2f3e2e0-44f8-412f-aa46-9a8c60ff1622;;Voie 4 / souterrain;KO;;;
ESC.MEC C209 Rotonde B1;b4524294-b039-4ac1-8dce-730d1d90132b;;Rotonde accès nuit / zone d'échange;OK;;;
ESC.MEC H001 HALL C.DR;b75eb83a-5311-4588-aed6-72de16308e96;;Passerelle / souterrain;OK;;;
ESC.MEC C123 BV C1;42fd8f3d-5580-421e-8ec0-da2fc8d21742;;Hall ligne de contrôle / sortie côté Seine;OK;;;
Esc mec - EM3 Parvis Emergence métro [AM29369R];876acd6d-c67b-47fd-95ee-f2b13b33508e;;Parvis sortie métro;OK;;;
Esc mec - EM4/VOIE3 - Sud Bas;e01debd3-2d9b-4cff-bb34-7ac5dd96ec7d;;Voies 3 et 5 Sud / Palier intermédiaire voies 3 et 5 Sud;OK;;;
esc mec - Quai IJ;f8df288c-2b8b-4e2b-9cef-5cfcd7028bf4;;Voies I et J / Hall 1;OK;;;
ESC.MEC E706 CA2D3;69a5f787-dba4-4e73-92e2-b03d8aed840b;;(CA2D3) Hall Caumartin Niveau Quai;OK;;;
Esc mec - Quai 3 Sud Montée;ded1a773-b7d6-4c70-b9e9-f154e65be849;;Voie 3 - Repères F à J - Montant / Porte Alpes;OK;;;
esc mec - Quai D Est;e26021bf-541a-4e9e-8e74-66f59ce9bc60;;Voies 5 et 6 Paris / Hall départ;OK;;;
Esc mec - AB7 - hall 1 du niveau 0 porte Océane 1 au  niveau + 1;db3c1d28-2b95-43df-ae9f-5418a778abe0;;Mezzanine niveau 1 / Sortie Tour Monparnasse niveau 0;OK;;;
esc mec - EM 10 - QT vers Rue SPP milieu côté Havre;9525725e-3b2c-4d63-9fa9-236a4ae26fee;;Niveau Rue / Hall Niveau Quais;OK;;;
Esc mec - TI6 - Niveau 3 - N4;f41e853e-620f-4ce9-988b-4f7a75625dd2;;Niveau 3 / niveau 4;OK;;;
Esc mec - EM1/VOIE3 - Nord Haut;e01debd3-2d9b-4cff-bb34-7ac5dd96ec7d;;Palier intermédiaire voies 3 et 5 Nord / Hall (+1);OK;;;
ESC.MEC E725 CFR3;69a5f787-dba4-4e73-92e2-b03d8aed840b;;(CFR3) Hall Caumartin / Mogador / Berry;OK;;;
Esc mec - 952 - Accès RER D - Quai 2/4;a6433423-9738-42fd-a125-321b28d78e8a;;Voies 2 et 4 accès RER D - Droite / Plateforme d'échange RATP SNCF;OK;;;
Esc mec - MA 01 - hall 1 du niveau 0 porte Océane 5 au niveau métro;db3c1d28-2b95-43df-ae9f-5418a778abe0;;Sortie Tour Monparnasse niveau 0 / Métro niveau -1;OK;;;
ESC.MEC E511 DA4C2;b1fb9e27-f0db-46bf-a753-dd21a7e306e3;;(DA4C2) Quais;OK;;;
esc mec - 801 - HALL 3 - accès salle d'échanges RATP;a6433423-9738-42fd-a125-321b28d78e8a;;Plateforme d'échange RATP SNCF / Hall 3 (voie K et L);OK;;;
ESC.MEC L015 grand droite;7619e979-09ea-4176-a2da-4221bf92ec45;;Salle des colonnes;OK;;;
ESC.MEC N022 Quai 3 Voie 2 N°E2;f2a8095f-704e-45c5-bc4f-04fb12eaceaf;;Voie / souterrain;OK;;;
Esc mec - EM 21 / Quai Londres / Voie 43/45 accès D;abb69b50-0b86-49ef-8fc5-c1116b5514a2;;Voies 43 et 45 repère D direction Londre / Hall 4;OK;;;
Esc mec - 07 - HALL 2 - Mezzanine commerces;a6433423-9738-42fd-a125-321b28d78e8a;;Hall 2 - droite / Mezzanine Hall 2 (espace commerces/atten;OK;;;
esc mec - Accès arrivée Grande Ligne n° 6;002271ab-2ed4-4eaa-aed1-d1db7a81f230;;Niveau intermédiaire / Gare souterraine;INCONNU;;;
Esc mec - AC 06 - hall 1 du niveau + 2 au niveau rue du Commandant Mouchotte;db3c1d28-2b95-43df-ae9f-5418a778abe0;;Hall 1 niveau 2 / Sortie Rue du Commandant Mouchotte;OK;;;
Esc mec - EM1 Hall 2 côté Relay [AM29368R];876acd6d-c67b-47fd-95ee-f2b13b33508e;;Souterrain / Hall 2;OK;;;
esc mec - 811 - HALL 3- accès voies A-C;a6433423-9738-42fd-a125-321b28d78e8a;;Voies A et C / Hall 3 (voies A et C);INCONNU;;;
esc mec - Hall BV côté Droit;3730810c-71aa-49d4-b620-88750e4189dc;;Hall côté droit (côté NES) / Hall Letanduère;OK;;;
Esc mec - Parvis dalle Ouest N°16;e26021bf-541a-4e9e-8e74-66f59ce9bc60;;Accès cours taxis / Parvis Ouest;OK;;;
Esc mec - Cours de messagerie 2;5dd4fb9f-a6f3-4107-a7cf-e198e3d3b169;;Accès aux trains / Rue Alsace;OK;;;
ESC.MEC C016 V2b dir. Paris coté Paris;11622644-9467-4d76-9d8d-f9252abd35aa;;Voie 2B direction Paris / souterrain;OK;;;
Esc mec - MA 07 - hall 1 du niveau métro au niveau 0 porte Océane 1;db3c1d28-2b95-43df-ae9f-5418a778abe0;;Métro niveau - 1 / Sortie Tour Monparnasse niveau 0;OK;;;
Esc mec - TI4 - Niveau 4 vers Niv 3;f41e853e-620f-4ce9-988b-4f7a75625dd2;;Niveau 4 / Niveau 3;OK;;;
